vol,d_vol,hystery,disp
57.4326,-1445.93,0.306884,5.69582
57.317,-1688.54,0.302075,5.69274
57.1819,-1913.79,0.296469,5.68859
57.0288,-2130.85,0.290126,5.68335
56.8583,-2343.27,0.283078,5.67699
56.6709,-2552.32,0.275346,5.66952
56.4667,-2758.41,0.266946,5.66095
56.246,-2961.57,0.257892,5.65128
56.0091,-3161.68,0.248201,5.64052
55.7561,-3358.6,0.237888,5.62867
55.4874,-3552.16,0.22697,5.61576
55.2033,-3742.19,0.215466,5.60177
54.9039,-3928.53,0.203392,5.58674
54.5896,-4111.02,0.190769,5.57066
54.2607,-4289.5,0.177617,5.55354
53.9176,-4463.86,0.163954,5.5354
53.5605,-4633.95,0.149802,5.51624
53.1898,-4799.65,0.135182,5.49608
52.8058,-4960.86,0.120116,5.47494
52.4089,-5117.48,0.104624,5.45282
51.9995,-5269.42,0.08873,5.42974
51.578,-5416.58,0.0724548,5.40571
51.1446,-5558.91,0.0558208,5.38075
50.6999,-5696.32,0.0388502,5.35488
50.2442,-5828.78,0.0215651,5.3281
49.7779,-5956.22,0.00398742,5.30045
49.3014,-6078.61,-0.0138608,5.27193
48.8151,-6217.84,-0.032141,5.24256
48.3177,-6367.74,-0.0509633,5.21241
47.8083,-6520.04,-0.0703696,5.18152
47.2867,-6671.82,-0.0903775,5.14991
46.7529,-6617.76,-0.109292,5.1176
46.2235,-6647.52,-0.127835,5.08415
45.6917,-6703.25,-0.146248,5.04988
45.1554,-6764.61,-0.164599,5.01491
44.6143,-6824.56,-0.182903,4.97927
44.0683,-6880.74,-0.201152,4.943
43.5179,-6932.38,-0.219332,4.90611
42.9633,-6979.27,-0.23743,4.86862
42.4049,-7021.38,-0.25543,4.83056
41.8432,-7058.75,-0.273319,4.79195
41.2785,-7091.43,-0.291083,4.7528
40.7112,-7119.49,-0.308711,4.71315
40.1416,-7142.99,-0.32619,4.67302
39.5702,-7161.98,-0.343509,4.63243
38.9972,-7176.54,-0.360658,4.59141
38.4231,-7186.73,-0.377628,4.54999
37.8482,-7192.6,-0.39441,4.50819
37.2728,-7194.22,-0.410996,4.46603
36.6972,-7191.64,-0.427378,4.42355
36.1219,-7184.92,-0.443549,4.38078
35.5471,-7174.12,-0.459502,4.33773
34.9732,-7159.29,-0.475233,4.29444
34.4004,-7140.5,-0.490735,4.25094
33.8292,-7117.78,-0.506003,4.20725
33.2598,-7091.21,-0.521034,4.1634
32.6925,-7060.82,-0.535824,4.11942
32.1276,-7026.68,-0.550368,4.07534
31.5655,-6988.82,-0.564664,4.03118
31.0064,-6947.32,-0.57871,3.98698
30.4506,-6902.2,-0.592502,3.94276
29.8984,-6853.53,-0.606039,3.89855
29.3501,-5725.02,-0.610337,3.85438
28.8921,-5604.01,-0.613832,3.80799
28.4438,-5558.04,-0.617176,3.76214
27.9992,-5514.85,-0.62042,3.71691
27.558,-5469.01,-0.62357,3.67221
27.1205,-5420.15,-0.626626,3.62797
26.6868,-5368.28,-0.62959,3.58416
26.2574,-5313.41,-0.632463,3.54074
25.8323,-5255.59,-0.635248,3.4977
25.4119,-5194.84,-0.637945,3.45503
24.9963,-5131.21,-0.640556,3.41275
24.5858,-5064.72,-0.643083,3.37086
24.1806,-4995.41,-0.645527,3.32938
23.781,-4923.32,-0.647891,3.28832
23.3871,-4848.49,-0.650174,3.2477
22.9992,-4770.96,-0.65238,3.20755
22.6175,-4690.78,-0.65451,3.16788
22.2423,-4607.98,-0.656564,3.12871
21.8736,-4522.61,-0.658546,3.09007
21.5118,-4434.72,-0.660456,3.05198
21.1571,-4344.36,-0.662295,3.01447
20.8095,-4251.57,-0.664066,2.97755
20.4694,-4156.4,-0.66577,2.94125
20.1369,-4058.91,-0.667408,2.90559
19.8122,-3959.15,-0.668982,2.8706
19.4954,-3857.17,-0.670492,2.83629
19.1869,-3753.03,-0.671941,2.80269
18.8866,-3646.79,-0.67333,2.76981
18.5949,-3538.5,-0.674659,2.73769
18.3118,-3428.22,-0.675931,2.70633
18.0375,-3316.02,-0.677146,2.67576
17.7722,-3343.77,-0.679489,2.646
17.5047,-3233.6,-0.681825,2.61736
17.2461,-3110.11,-0.684059,2.5895
16.9972,-2984.06,-0.686184,2.56244
16.7585,-2856.44,-0.688201,2.53619
16.53,-2727.38,-0.690113,2.5108
16.3118,-2596.95,-0.691921,2.48629
16.1041,-2465.23,-0.693626,2.46268
15.9068,-2332.26,-0.695231,2.44
15.7203,-2198.13,-0.696737,2.41827
15.5444,-2062.89,-0.698144,2.39749
15.3794,-1926.62,-0.699456,2.37769
15.2253,-1789.37,-0.700672,2.35888
15.0821,-1651.24,-0.701794,2.34107
14.95,-1512.27,-0.702824,2.32428
14.829,-1372.55,-0.703761,2.30851
14.7192,-1232.14,-0.704607,2.29378
14.6206,-1091.12,-0.705364,2.2801
14.5334,-949.563,-0.706031,2.26747
14.4574,-807.534,-0.706609,2.25591
14.3928,-665.11,-0.7071,2.24542
14.3396,-522.365,-0.707502,2.23601
14.2978,-379.371,-0.707818,2.22768
14.2674,-236.205,-0.708047,2.22043
14.2485,-92.9381,-0.708189,2.21429
14.2411,50.3538,-0.708245,2.20924
14.2451,193.597,-0.708214,2.20528
14.2606,336.716,-0.708098,2.20244
14.2876,509.443,-0.707895,2.20069
14.3283,691.601,-0.707588,2.20005
14.3836,851.85,-0.707171,2.20058
14.4518,1267.32,-0.704509,2.20233
14.5532,1568.73,-0.700549,2.20476
14.6787,1826.66,-0.695649,2.20826
14.8248,2067.44,-0.689944,2.21295
14.9902,2300.83,-0.68349,2.21887
15.1743,2530.4,-0.676311,2.22603
15.3767,2757.37,-0.668418,2.23442
15.5973,2982.11,-0.659821,2.24404
15.8359,3204.66,-0.650529,2.25488
16.0922,3424.93,-0.640548,2.26692
16.3662,3642.79,-0.629888,2.28017
16.6577,3858.12,-0.618558,2.2946
16.9663,4070.75,-0.606565,2.3102
17.292,4280.55,-0.593921,2.32698
17.6344,4487.37,-0.580636,2.34491
17.9934,4691.07,-0.566719,2.36398
18.3687,4891.51,-0.552184,2.38419
18.76,5088.55,-0.53704,2.40551
19.1671,5282.07,-0.521301,2.42794
19.5897,5471.94,-0.504979,2.45146
20.0274,5658.02,-0.488087,2.47605
20.48,5840.2,-0.470639,2.50171
20.9473,6018.35,-0.452648,2.5284
21.4287,6192.37,-0.434128,2.55613
21.9241,6362.13,-0.415094,2.58486
22.4331,6527.53,-0.395562,2.61459
22.9553,6688.47,-0.375545,2.64529
23.4904,6844.83,-0.35506,2.67694
24.038,6996.54,-0.334123,2.70953
24.5977,7143.49,-0.312749,2.74303
25.1692,7285.59,-0.290954,2.77741
25.752,7422.76,-0.268756,2.81267
26.3458,6718.78,-0.253148,2.84878
26.8833,6665.69,-0.238673,2.88748
27.4166,6769.86,-0.223994,2.92692
27.9582,6913.2,-0.208756,2.96674
28.5112,7066.88,-0.192846,3.00692
29.0766,7223.81,-0.176211,3.04751
29.6545,7382.41,-0.158809,3.08854
30.2451,7542.46,-0.140599,3.13004
30.8485,7704.18,-0.12154,3.17202
31.4648,7867.9,-0.101586,3.21449
32.0942,8034.03,-0.0806892,3.25742
32.737,8203.05,-0.0587951,3.30082
33.3932,8375.51,-0.0358459,3.34467
34.0632,8552.05,-0.011778,3.38893
34.7474,8733.38,0.0134784,3.43359
35.4461,8826.96,0.0392212,3.47862
36.1522,8801.55,0.0644877,3.52418
36.8564,8732.64,0.0889455,3.57046
37.555,8649.34,0.112505,3.61743
38.2469,8562.25,0.135165,3.66499
38.9319,8474.93,0.156955,3.71305
39.6099,8388.33,0.177911,3.76151
40.281,8302.51,0.198072,3.81031
40.9452,8217.25,0.217472,3.85936
41.6025,8132.27,0.236145,3.90863
42.2531,8047.29,0.254123,3.95806
42.8969,7962.08,0.271434,4.0076
43.5339,7876.4,0.288105,4.05722
44.164,7790.07,0.304163,4.10687
44.7872,7702.91,0.31963,4.15653
45.4034,7614.76,0.33453,4.20616
46.0126,6907.1,0.343724,4.25573
46.5652,6736.6,0.351725,4.3065
47.1041,6647.32,0.35924,4.35699
47.6359,6568.66,0.36639,4.40703
48.1614,6490.11,0.373204,4.45662
48.6806,6410.1,0.379701,4.50582
49.1934,6328.35,0.385895,4.55462
49.6997,6244.76,0.391802,4.60304
50.1992,6159.27,0.397433,4.65107
50.692,6071.84,0.402803,4.69871
51.1777,5982.41,0.407922,4.74594
51.6563,5890.96,0.412802,4.79274
52.1276,5797.45,0.417455,4.8391
52.5914,5701.86,0.42189,4.88498
53.0476,5604.16,0.426116,4.93037
53.4959,5504.36,0.430144,4.97525
53.9362,5402.43,0.433982,5.01958
54.3684,5298.38,0.437638,5.06334
54.7923,5192.21,0.44112,5.10651
55.2077,5083.92,0.444436,5.14906
55.6144,4973.53,0.447593,5.19096
56.0123,4861.05,0.450598,5.2322
56.4012,4746.5,0.453457,5.27273
56.7809,4629.9,0.456176,5.31255
57.1513,4511.28,0.458761,5.35163
57.5122,4390.67,0.461218,5.38993
57.8634,4268.09,0.463551,5.42745
58.2049,4143.59,0.465766,5.46415
58.5364,4017.2,0.467868,5.50001
58.8577,3888.96,0.46986,5.53501
59.1688,3758.93,0.471747,5.56913
59.4696,3309.22,0.470881,5.60235
59.7343,3202.14,0.470138,5.63531
59.9905,3083.04,0.469435,5.66711
60.2371,2962.02,0.468773,5.69779
60.4741,2838.89,0.468151,5.72739
60.7012,2713.75,0.467566,5.7559
60.9183,2586.69,0.467018,5.78334
61.1252,2457.8,0.466506,5.8097
61.3218,2327.18,0.466027,5.83497
61.508,2194.92,0.465582,5.85916
61.6836,2061.11,0.465168,5.88225
61.8485,1925.86,0.464786,5.90423
62.0026,1789.25,0.464434,5.9251
62.1457,1651.39,0.464111,5.94483
62.2778,1512.36,0.463816,5.96343
62.3988,1372.28,0.46355,5.98088
62.5086,1231.23,0.46331,5.99717
62.6071,1089.32,0.463097,6.01229
62.6942,946.639,0.462911,6.02624
62.77,803.295,0.46275,6.03899
62.8342,659.384,0.462614,6.05056
62.887,515.006,0.462503,6.06093
62.9282,370.262,0.462417,6.07008
62.9578,225.251,0.462355,6.07803
62.9758,80.0734,0.462318,6.08476
62.9822,-65.1705,0.462305,6.09026
62.977,-210.381,0.462315,6.09454
62.9602,-355.457,0.46235,6.0976
62.9318,-395.984,0.462409,6.09942
62.9001,-411.834,0.462475,6.10001
62.8671,-505.729,0.462544,6.0996
62.8267,-819.684,0.460777,6.0984
62.7611,-1044.5,0.457914,6.09688
62.6775,-1231.3,0.454269,6.09474
62.579,-1401.41,0.449977,6.09185
62.4669,-1563.71,0.445099,6.08818
62.3418,-1721.82,0.439664,6.08371
62.2041,-1877.19,0.43369,6.07844
62.0539,-2030.32,0.427188,6.07238
61.8915,-2181.36,0.420171,6.06553
61.717,-2330.29,0.412648,6.0579
61.5305,-2477.01,0.404631,6.04949
61.3324,-2621.41,0.396131,6.04032
61.1227,-2763.38,0.387159,6.03038
60.9016,-2902.79,0.377728,6.0197
60.6694,-3039.55,0.367851,6.00826
60.4262,-3173.53,0.357542,5.99609
60.1723,-3304.63,0.346813,5.98318
59.908,-3432.75,0.33568,5.96956
59.6333,-3557.8,0.324157,5.95521
59.3487,-3679.7,0.312259,5.94016
59.0543,-3798.35,0.3,5.92442
58.7505,-3913.69,0.287397,5.90799
58.4374,-4025.65,0.274465,5.89088
58.1153,-4134.16,0.261219,5.87311
57.7846,-4239.15,0.247675,5.85468
57.4455,-4340.59,0.23385,5.83562
57.0982,-4438.41,0.21976,5.81592
56.7431,-4532.58,0.20542,5.7956
56.3805,-4623.06,0.190846,5.77468
56.0107,-4709.82,0.176054,5.75317
55.6339,-4792.82,0.161061,5.73108
55.2505,-4872.05,0.145881,5.70843
54.8607,-4706.75,0.132539,5.68523
54.4842,-4718.62,0.119541,5.66098
54.1067,-4786.37,0.106403,5.63622
53.7238,-4871.08,0.0929675,5.61109
53.3341,-4960.17,0.0791801,5.5856
52.9373,-5049.49,0.0650215,5.55977
52.5333,-5137.69,0.0504835,5.53358
52.1223,-5224.28,0.0355617,5.50703
51.7044,-5309.09,0.0202526,5.48013
51.2796,-5392.04,0.00455367,5.45288
50.8483,-5473.09,-0.0115379,5.42528
50.4104,-5525.87,-0.0278048,5.39735
49.9683,-5555.43,-0.0440722,5.36905
49.5239,-5574.24,-0.0602693,5.34036
49.078,-5586.92,-0.0763642,5.31129
48.631,-5595.18,-0.0923392,5.28188
48.1834,-5599.67,-0.108182,5.25216
47.7354,-5600.65,-0.123884,5.22215
47.2874,-5598.26,-0.139435,5.19188
46.8395,-5592.56,-0.154828,5.16138
46.3921,-5583.61,-0.170056,5.13068
45.9454,-5571.47,-0.185111,5.09978
45.4997,-5556.19,-0.199987,5.06873
45.0552,-5537.81,-0.214679,5.03753
44.6122,-5516.38,-0.229181,5.00621
44.1709,-5491.95,-0.243488,4.97479
43.7315,-5464.57,-0.257594,4.94329
43.2944,-5434.27,-0.271496,4.91174
42.8596,-5401.1,-0.285189,4.88015
42.4275,-5365.11,-0.29867,4.84855
41.9983,-5326.35,-0.311936,4.81694
41.5722,-4854.3,-0.321389,4.78537
41.1839,-4714.8,-0.329826,4.75292
40.8067,-4647.17,-0.337866,4.72058
40.4349,-4593.59,-0.345644,4.68849
40.0674,-4541.52,-0.353193,4.65668
39.7041,-4488.33,-0.360522,4.62514
39.345,-4433.47,-0.367638,4.59384
38.9904,-4376.85,-0.374543,4.56278
38.6402,-4318.46,-0.381242,4.53197
38.2947,-4258.31,-0.387739,4.50141
37.9541,-4196.43,-0.394037,4.47111
37.6183,-4132.81,-0.400141,4.44109
37.2877,-4067.5,-0.406054,4.41134
36.9623,-4000.51,-0.41178,4.38189
36.6423,-3931.85,-0.417321,4.35276
36.3277,-3861.55,-0.422683,4.32395
36.0188,-3789.64,-0.427868,4.29549
35.7156,-3716.14,-0.43288,4.26739
35.4183,-3641.07,-0.437722,4.23967
35.1271,-3564.46,-0.442397,4.21234
34.8419,-3486.34,-0.446909,4.18543
34.563,-3406.73,-0.451261,4.15894
34.2905,-3325.67,-0.455455,4.13289
34.0244,-3243.18,-0.459495,4.10731
33.765,-3159.29,-0.463384,4.0822
33.5122,-3074.05,-0.467124,4.05758
33.2663,-2987.46,-0.470719,4.03347
33.0273,-2899.59,-0.47417,4.00988
32.7953,-2810.45,-0.477481,3.98683
32.5705,-2720.08,-0.480653,3.96433
32.3529,-2628.52,-0.48369,3.94239
32.1426,-2616.12,-0.487264,3.92103
31.9333,-2532.2,-0.490789,3.90043
31.7307,-2435.6,-0.494171,3.88042
31.5359,-2336.09,-0.497396,3.86098
31.349,-2235.29,-0.500464,3.84214
31.1702,-2133.52,-0.503377,3.8239
30.9995,-2030.85,-0.506136,3.80631
30.837,-1927.34,-0.508743,3.78936
30.6828,-1823.03,-0.5112,3.77307
30.537,-1717.96,-0.51351,3.75746
30.3996,-1612.17,-0.515672,3.74254
30.2706,-1505.72,-0.51769,3.72831
30.1501,-1398.64,-0.519565,3.7148
30.0382,-1290.98,-0.521297,3.702
29.935,-1182.78,-0.522888,3.68993
29.8403,-1074.1,-0.52434,3.67859
29.7544,-964.985,-0.525653,3.66799
29.6772,-855.473,-0.526828,3.65814
29.6088,-745.616,-0.527866,3.64905
29.5491,-635.463,-0.528769,3.64072
29.4983,-525.06,-0.529536,3.63315
29.4563,-414.457,-0.530169,3.62635
29.4231,-303.703,-0.530667,3.62033
29.3988,-192.846,-0.531032,3.61508
29.3834,-81.9344,-0.531263,3.61062
29.3768,28.9816,-0.531362,3.60694
29.3792,139.853,-0.531327,3.60404
29.3903,250.632,-0.531159,3.60194
29.4104,227.149,-0.530859,3.60062
29.4286,150.204,-0.530586,3.60009
29.4406,165.537,-0.530406,3.60011
29.4538,231.543,-0.529894,3.6004
29.4724,282.184,-0.529178,3.60083
29.4949,327.005,-0.528306,3.60146
29.5211,369.527,-0.527295,3.60231
29.5507,411.037,-0.526152,3.60338
29.5835,451.997,-0.524882,3.60467
29.6197,492.559,-0.523485,3.60618
29.6591,532.766,-0.521963,3.60791
29.7017,572.615,-0.520316,3.60986
29.7475,612.091,-0.518547,3.61203
29.7965,651.171,-0.516656,3.6144
29.8486,689.831,-0.514644,3.617
29.9038,728.047,-0.512513,3.6198
29.962,765.795,-0.510265,3.62281
30.0233,803.051,-0.5079,3.62603
30.0875,839.79,-0.505421,3.62945
30.1547,875.989,-0.502828,3.63308
30.2248,911.626,-0.500124,3.63691
30.2977,946.676,-0.497311,3.64093
30.3735,981.118,-0.49439,3.64515
30.4519,1014.93,-0.491363,3.64956
30.5331,1048.09,-0.488233,3.65416
30.617,1080.58,-0.485,3.65895
30.7034,1112.37,-0.481669,3.66393
30.7924,1143.45,-0.47824,3.66908
30.8839,1173.79,-0.474716,3.67441
30.9778,1203.39,-0.471099,3.67992
31.0741,1232.21,-0.467392,3.68559
31.1726,1260.24,-0.463596,3.69144
31.2735,1287.46,-0.459716,3.69745
31.3765,1313.86,-0.455752,3.70361
31.4816,1339.42,-0.451709,3.70993
31.5887,1110.54,-0.449703,3.71641
31.6776,1085.2,-0.448033,3.72357
31.7644,1095.64,-0.446395,3.73084
31.852,1111.96,-0.444736,3.73815
31.941,1128.79,-0.443045,3.7455
32.0313,1145.17,-0.441323,3.75291
32.1229,1160.92,-0.439569,3.76039
32.2158,1175.98,-0.437784,3.76796
32.3099,1190.34,-0.435969,3.77561
32.4051,1204,-0.434125,3.78335
32.5014,1216.93,-0.432252,3.79118
32.5988,1229.14,-0.430352,3.79909
32.6971,1240.62,-0.428425,3.80709
32.7963,1251.34,-0.426472,3.81518
32.8965,1261.32,-0.424494,3.82334
32.9974,1270.53,-0.422492,3.83158
33.099,1278.98,-0.420467,3.8399
33.2013,1286.65,-0.418419,3.84828
33.3043,1293.53,-0.416351,3.85672
33.4077,1299.63,-0.414263,3.86522
33.5117,1304.93,-0.412156,3.87377
33.6161,1309.44,-0.410032,3.88237
33.7209,1313.14,-0.407891,3.89101
33.8259,1316.03,-0.405734,3.89969
33.9312,1318.1,-0.403564,3.9084
34.0366,1319.36,-0.40138,3.91713
34.1422,1319.8,-0.399185,3.92589
34.2478,1319.41,-0.39698,3.93466
34.3533,1318.2,-0.394765,3.94344
34.4588,1316.16,-0.392543,3.95222
34.5641,1313.29,-0.390315,3.961
34.6691,1185.16,-0.38912,3.96978
34.7639,1167.16,-0.388034,3.9788
34.8573,1160.4,-0.386958,3.98777
34.9501,1154.21,-0.385882,3.99667
35.0425,1147.43,-0.384805,4.00549
35.1343,1139.92,-0.383727,4.01424
35.2255,1131.69,-0.38265,4.02292
35.316,1122.74,-0.381574,4.03155
35.4058,1113.06,-0.3805,4.04011
35.4949,1102.66,-0.379429,4.0486
35.5831,1091.54,-0.378362,4.05702
35.6704,1079.72,-0.3773,4.06537
35.7568,1067.19,-0.376242,4.07364
35.8422,1053.97,-0.375191,4.08183
35.9265,1040.06,-0.374148,4.08994
36.0097,1025.47,-0.373112,4.09795
36.0917,1010.2,-0.372085,4.10587
36.1725,994.258,-0.371067,4.11369
36.2521,977.663,-0.370061,4.12141
36.3303,960.419,-0.369066,4.12902
36.4071,942.536,-0.368083,4.13651
36.4825,924.023,-0.367114,4.14389
36.5565,904.892,-0.366159,4.15115
36.6288,885.153,-0.365219,4.15828
36.6997,864.819,-0.364295,4.16527
36.7688,843.9,-0.363388,4.17213
36.8364,822.411,-0.362499,4.17886
36.9021,800.363,-0.361629,4.18543
36.9662,777.77,-0.360778,4.19186
37.0284,754.647,-0.359948,4.19814
37.0888,731.007,-0.35914,4.20426
37.1472,659.798,-0.358746,4.21022
37.2,633.543,-0.358388,4.21611
37.2507,609.781,-0.358044,4.22182
37.2995,585.802,-0.357711,4.22733
37.3464,561.445,-0.357389,4.23265
37.3913,536.713,-0.35708,4.23777
37.4342,511.624,-0.356783,4.24271
37.4751,486.192,-0.3565,4.24746
37.514,460.435,-0.356229,4.25201
37.5509,434.368,-0.355972,4.25637
37.5856,408.01,-0.355728,4.26053
37.6183,381.377,-0.355499,4.26449
37.6488,354.487,-0.355284,4.26826
37.6771,327.358,-0.355083,4.27182
37.7033,300.008,-0.354898,4.27517
37.7273,272.454,-0.354728,4.27832
37.7491,244.716,-0.354573,4.28127
37.7687,216.812,-0.354433,4.284
37.786,188.76,-0.354309,4.28652
37.8011,160.579,-0.354201,4.28883
37.814,132.289,-0.35411,4.29093
37.8246,103.908,-0.354034,4.29281
37.8329,75.4544,-0.353974,4.29448
37.8389,46.9487,-0.353931,4.29592
37.8427,18.4096,-0.353904,4.29715
37.8441,-10.1437,-0.353893,4.29816
37.8433,-38.6918,-0.353899,4.29895
37.8402,-67.2156,-0.353921,4.29952
37.8349,-43.5383,-0.35396,4.29986
37.8314,-43.5383,-0.353985,4.29999
